rms_norm,crest_factor,kurtosis,temperature_delta,label
0.7995,3.0373,3.4335,1.04,Healthy
0.9535,3.1847,3.2623,2.92,Healthy
3.0000,5.8713,14.9495,20.47,Danger
0.9890,2.7981,2.7691,2.20,Healthy
2.0652,4.3037,3.6091,14.74,Degraded
1.0700,3.4143,3.4277,1.97,Healthy
0.8782,2.3511,3.6574,3.74,Healthy
0.8872,2.9247,3.2119,3.77,Healthy
0.9079,3.0907,3.5867,0.00,Healthy
2.3113,5.1206,4.7938,11.58,Degraded
5.9766,5.4630,8.8408,41.57,Danger
0.8617,3.1906,3.1399,4.84,Healthy
1.0545,2.8875,3.3232,0.89,Healthy
0.9522,3.3405,3.0483,4.15,Healthy
3.1332,3.9608,4.5320,12.56,Degraded
1.0896,3.1593,3.2535,1.10,Healthy
0.9588,2.7632,3.4055,0.62,Healthy
0.7481,2.7382,2.7703,3.93,Healthy
1.0274,3.1190,2.8540,4.51,Healthy
1.9088,3.9981,6.5374,7.80,Degraded
1.1571,2.7255,2.3929,1.58,Healthy
1.1020,2.5393,2.9067,2.79,Healthy
3.7791,8.6745,10.5647,34.59,Danger
4.8391,5.0000,7.0000,25.50,Danger
1.1601,2.8674,2.8041,1.49,Healthy
1.0446,3.2664,2.7174,1.45,Healthy
6.6660,7.1974,10.6655,28.91,Danger
0.7864,2.6932,3.8408,1.69,Healthy
1.4680,4.4563,5.9815,6.54,Degraded
0.8674,2.5954,3.3911,3.40,Healthy
1.9741,4.5601,6.7365,5.52,Degraded
0.8294,2.7427,2.9101,0.06,Healthy
2.3082,4.8605,6.1209,14.13,Degraded
1.2146,3.0869,3.9598,0.79,Healthy
2.8162,4.7416,5.6823,12.22,Degraded
2.3226,5.3601,5.7491,7.03,Degraded
1.3000,3.8813,3.5000,18.97,Degraded
5.8207,8.0654,14.8076,47.63,Danger
4.1005,5.8090,15.7026,28.73,Danger
0.8851,3.0269,2.9969,2.65,Healthy
1.0983,2.6610,3.6592,4.27,Healthy
0.9895,3.3341,3.5229,0.00,Healthy
2.9157,4.3322,5.2441,4.00,Degraded
2.3834,4.8540,4.6502,11.80,Degraded
0.8383,3.0062,3.2742,1.49,Healthy
0.7994,2.8526,3.1422,0.00,Healthy
3.1048,4.6230,6.4371,15.04,Degraded
3.0000,7.6630,14.9323,27.46,Danger
4.7231,7.4529,7.0844,28.76,Danger
1.3000,3.7673,3.7684,12.59,Degraded
0.8295,2.9803,2.7633,1.74,Healthy
2.0982,4.1075,3.7603,9.37,Degraded
5.7501,8.1457,10.7702,28.60,Danger
3.0579,5.1786,4.3186,22.02,Degraded
2.8638,4.6016,4.3455,9.29,Degraded
2.2074,5.8393,7.5577,14.92,Degraded
2.1332,4.7404,5.2650,9.26,Degraded
1.0616,2.5948,3.4264,0.87,Healthy
2.7765,3.9327,7.0703,17.45,Degraded
1.1503,3.1109,2.9237,4.29,Healthy
1.2242,3.2874,3.1201,0.60,Healthy
1.0646,2.9738,2.6563,0.53,Healthy
3.9636,7.1821,8.5848,28.78,Danger
2.5101,5.0527,3.5337,7.05,Degraded
0.8434,2.8364,2.3972,3.38,Healthy
0.7625,3.3771,2.3722,2.87,Healthy
1.0728,2.5874,2.2608,4.04,Healthy
1.9184,3.8357,4.9466,18.29,Degraded
5.4645,8.4435,18.7555,47.82,Danger
2.4149,3.0000,4.6436,8.39,Degraded
0.8507,2.4987,2.1614,0.08,Healthy
0.9708,2.3914,2.5582,1.54,Healthy
1.0237,2.9991,2.0000,2.99,Healthy
0.9641,2.9103,3.1459,0.00,Healthy
0.9264,2.8716,2.9136,1.83,Healthy
1.0923,2.5569,2.7993,0.00,Healthy
1.0727,3.5691,3.4814,1.14,Healthy
3.8608,6.4857,12.4582,31.21,Danger
0.9985,3.4199,3.1475,1.97,Healthy
2.1794,3.9148,3.5000,13.17,Degraded
0.9305,2.9374,3.5721,2.25,Healthy
3.4123,7.0585,15.2350,38.07,Danger
0.9083,3.0498,2.8794,4.47,Healthy
0.9536,2.9398,2.0677,4.68,Healthy
0.8498,2.9364,3.1482,3.25,Healthy
0.9934,2.6335,2.9739,1.29,Healthy
1.0118,2.9317,2.8878,4.28,Healthy
0.9685,2.8980,2.7093,3.07,Healthy
1.0697,2.9521,2.8762,2.96,Healthy
3.7002,7.9799,8.0309,34.99,Danger
3.3179,7.2917,12.4956,29.03,Danger
0.7659,2.7583,2.9231,1.61,Healthy
2.8639,4.2536,5.8345,12.52,Degraded
4.6880,7.4323,14.7910,29.21,Danger
1.0021,3.6055,3.0336,1.07,Healthy
0.9425,3.0179,2.5440,4.01,Healthy
1.1066,3.2863,3.1438,4.96,Healthy
1.0057,2.9563,3.3601,2.39,Healthy
2.5436,4.2009,7.4341,12.38,Degraded
1.8089,4.0979,5.4216,7.78,Degraded
5.7759,7.8090,14.9501,24.61,Danger
0.9869,3.1088,2.8826,4.41,Healthy
2.2404,4.9665,6.2638,7.96,Degraded
0.9863,3.0224,2.9171,0.00,Healthy
6.7674,6.6986,9.5980,32.46,Danger
1.0693,3.0158,2.8851,3.67,Healthy
0.9126,3.4791,3.4667,3.93,Healthy
1.0039,3.3205,3.0348,1.02,Healthy
1.1438,3.1525,3.3240,2.19,Healthy
4.9556,7.0121,7.0000,35.35,Danger
0.8851,3.1172,2.9846,0.00,Healthy
0.8841,3.3803,3.6415,0.00,Healthy
4.3153,7.4511,11.1787,29.34,Danger
0.8893,2.9009,2.9429,2.29,Healthy
0.8415,3.0527,3.0234,0.00,Healthy
6.1698,11.3345,13.8368,23.03,Danger
1.6766,5.6394,6.1588,12.00,Degraded
0.9964,2.6902,3.0428,2.97,Healthy
0.9007,3.4211,2.4913,0.00,Healthy
1.1143,2.7861,2.4712,3.63,Healthy
0.9028,2.8206,2.6621,0.25,Healthy
0.8370,2.8312,2.6796,0.92,Healthy
0.9438,3.4571,2.9605,1.76,Healthy
4.7511,7.0914,10.7696,35.69,Danger
0.7836,2.8574,2.6391,3.00,Healthy
1.7687,4.2121,4.6456,4.52,Degraded
1.9557,5.1398,3.5000,8.04,Degraded
1.7930,4.9707,5.5207,12.71,Degraded
2.9961,3.6422,4.3299,7.88,Degraded
0.9222,3.3499,2.8827,2.63,Healthy
1.0417,3.0376,2.8001,3.58,Healthy
1.0210,2.6869,3.4434,2.40,Healthy
0.9768,3.2122,2.9673,3.17,Healthy
3.7659,8.9834,10.4941,33.67,Danger
1.3000,3.2799,4.7723,16.10,Degraded
1.0348,3.0206,3.3547,4.34,Healthy
0.7927,2.6614,3.1863,2.81,Healthy
0.8676,3.0162,2.4070,2.60,Healthy
4.1772,6.1728,16.5275,24.55,Danger
1.1576,2.7951,2.8248,1.18,Healthy
0.9358,3.0122,2.8886,1.30,Healthy
0.9660,3.2435,3.2025,3.52,Healthy
1.0402,3.0174,3.3845,2.37,Healthy
4.1448,6.3030,14.5362,30.78,Danger
0.8993,3.2911,2.9184,3.04,Healthy
0.8769,3.4111,2.8848,1.70,Healthy
0.8236,3.0824,3.2968,1.57,Healthy
5.0391,6.8187,15.3169,21.54,Danger
0.9287,2.7473,2.9675,2.19,Healthy
1.0434,3.2359,2.9850,1.53,Healthy
6.3067,5.0000,9.6359,17.31,Danger
2.1618,3.6268,4.6369,7.87,Degraded
0.8687,2.7505,2.8714,1.61,Healthy
5.0596,5.7234,8.4813,16.79,Danger
3.0000,10.1336,13.6920,16.25,Danger
0.7842,3.0999,3.2643,1.35,Healthy
1.0377,3.1322,3.2296,3.96,Healthy
0.9352,3.6986,3.2371,1.34,Healthy
1.0391,2.9233,3.2511,2.68,Healthy
0.9139,2.8713,2.5794,2.47,Healthy
1.1094,3.3588,2.6582,3.29,Healthy
0.8293,2.8782,2.8598,2.52,Healthy
1.0115,2.8425,2.6863,3.90,Healthy
3.8697,7.5043,8.7841,15.00,Danger
1.7224,3.7941,5.8749,19.76,Degraded
2.2956,4.9004,5.3910,14.24,Degraded
1.0753,2.8403,3.2367,0.59,Healthy
1.0384,3.0221,2.8918,0.00,Healthy
2.1614,3.8983,6.9037,19.24,Degraded
0.9456,3.2620,3.6646,3.30,Healthy
1.0526,2.6312,2.6827,0.00,Healthy
2.4775,5.8426,5.7901,9.59,Degraded
1.0749,2.7676,2.8685,4.88,Healthy
2.2095,3.6263,6.9766,13.19,Degraded
2.6268,4.4932,6.8873,18.71,Degraded
1.0532,2.9657,3.2686,4.07,Healthy
1.0185,2.2436,2.8023,3.86,Healthy
1.0459,2.6879,3.3905,2.79,Healthy
0.9677,2.6971,2.3395,2.91,Healthy
0.9632,2.4161,2.6941,0.00,Healthy
1.8178,4.1756,4.6039,11.73,Degraded
2.4308,4.9558,6.1129,8.28,Degraded
0.9173,3.3975,2.4818,3.35,Healthy
2.4732,4.3299,7.4058,11.96,Degraded
0.9283,3.0203,3.6340,3.07,Healthy
2.3197,5.0048,6.7773,12.50,Degraded
1.0452,2.8117,3.2228,1.01,Healthy
4.9755,8.4537,13.6660,38.32,Danger
1.0742,2.7274,3.1099,3.49,Healthy
0.9231,3.0691,3.3906,1.94,Healthy
3.2860,6.1630,17.8912,28.47,Danger
2.1499,4.8945,4.3631,11.36,Degraded
0.9987,2.9856,3.0415,2.33,Healthy
1.0865,3.1772,2.0000,4.07,Healthy
4.0576,5.3392,15.7428,36.25,Danger
5.1917,7.5442,10.3417,52.33,Danger
1.0829,2.8973,3.0888,5.81,Healthy
0.9874,3.4116,2.9908,1.86,Healthy
1.0041,3.1228,2.7074,2.78,Healthy
2.3724,4.6763,4.7251,13.02,Degraded
1.6680,4.2280,5.3474,13.60,Degraded
1.1964,3.2827,4.1604,1.84,Healthy
4.5963,8.6119,7.0000,28.27,Danger
2.0038,4.6374,3.8488,12.76,Degraded
1.3000,3.7789,5.5104,4.55,Degraded
1.0766,2.9307,3.0245,0.00,Healthy
3.6886,8.0542,10.3801,17.62,Danger
5.9146,6.9427,7.0517,18.18,Danger
0.8562,3.6067,2.8272,2.57,Healthy
0.9437,2.3208,2.7253,4.61,Healthy
2.4138,4.3623,6.9317,11.56,Degraded
2.8657,4.4971,6.2986,7.07,Degraded
3.8535,5.5542,11.4351,42.25,Danger
1.1332,2.9721,2.0000,0.90,Healthy
0.9020,2.9523,2.8265,1.19,Healthy
1.7600,5.5359,5.9529,11.24,Degraded
1.0031,2.7264,2.5896,0.92,Healthy
1.9197,4.4661,6.3048,13.11,Degraded
3.0092,4.1084,5.8874,4.46,Degraded
4.8196,8.8917,11.4291,30.03,Danger
2.6913,4.5852,3.5242,10.08,Degraded
2.0022,4.3616,4.8658,14.32,Degraded
1.1176,2.9238,3.2923,1.97,Healthy
0.8586,3.3972,3.7473,1.88,Healthy
4.8997,6.6509,12.2814,28.36,Danger
1.0949,2.9825,3.2370,2.27,Healthy
0.8945,3.1423,3.0429,2.12,Healthy
1.0061,2.8652,2.6009,3.27,Healthy
0.7420,3.3059,3.4216,1.00,Healthy
0.8286,2.5614,2.8929,1.15,Healthy
0.9605,2.8461,3.1699,3.96,Healthy
2.7291,4.1203,6.9112,12.73,Degraded
0.9573,2.8389,3.1689,2.19,Healthy
2.6473,4.5865,6.6443,9.67,Degraded
0.9692,3.1556,2.7849,1.75,Healthy
4.4861,5.0469,11.2058,46.91,Danger
0.9773,2.7945,2.9801,3.20,Healthy
1.7966,4.0475,4.8206,6.78,Degraded
1.1421,2.5923,3.0544,1.36,Healthy
4.9877,8.5069,13.2398,30.42,Danger
0.7000,2.5750,2.0000,3.15,Healthy
0.9319,3.0917,2.7012,0.39,Healthy
5.6291,6.7062,10.6538,23.23,Danger
0.8903,3.0973,2.8533,3.60,Healthy
0.9386,2.7632,2.7636,4.80,Healthy
0.9102,2.7476,3.2226,3.14,Healthy
1.0386,3.0807,2.3447,0.87,Healthy
3.2476,4.6626,3.8833,6.93,Degraded
1.0332,2.8662,3.1606,4.70,Healthy
1.0748,2.8546,2.2352,3.31,Healthy
7.1082,6.3893,8.4653,17.98,Danger
3.4585,5.7524,10.5085,31.05,Danger
1.0488,3.3383,2.8922,0.65,Healthy
0.9159,3.3188,3.1688,4.16,Healthy
0.9942,3.1748,2.8253,4.21,Healthy
5.1321,7.0835,14.4023,36.48,Danger
0.9456,3.1148,2.5512,1.32,Healthy
1.0773,3.4681,2.8683,3.39,Healthy
1.1957,3.1916,2.4506,2.78,Healthy
5.4506,7.4345,11.8219,19.16,Danger
1.0653,3.4586,2.8013,2.31,Healthy
1.0871,2.8046,3.4048,1.01,Healthy
1.0115,3.4422,2.4151,1.36,Healthy
6.0403,6.4358,10.7486,36.56,Danger
0.8921,3.1061,3.4051,2.00,Healthy
3.0000,7.9849,8.3893,36.97,Danger
2.3707,4.4490,4.7945,10.30,Degraded
0.9580,2.4721,3.2240,2.16,Healthy
1.5151,4.8788,5.4452,19.83,Degraded
1.0978,3.0850,3.1216,1.02,Healthy
1.0210,2.6964,2.9582,0.00,Healthy
1.0695,3.4341,3.3403,0.00,Healthy
0.9315,3.1651,2.5152,2.39,Healthy
1.8790,4.5647,6.5120,15.43,Degraded
1.0062,2.7739,3.4363,0.93,Healthy
0.8860,3.2708,2.9155,2.99,Healthy
0.9131,2.8108,3.7361,1.54,Healthy
1.0186,2.7898,2.7336,1.83,Healthy
0.8178,2.7519,2.9679,0.46,Healthy
1.6989,4.5945,6.2295,15.37,Degraded
1.0501,3.0445,3.1294,3.86,Healthy
2.8699,3.8383,5.0053,10.54,Degraded
1.2568,2.5405,2.5819,0.32,Healthy
3.6501,5.7839,13.5864,23.15,Danger
0.9166,2.9311,3.4589,0.00,Healthy
4.6703,6.7597,15.8738,26.39,Danger
0.9540,2.3877,2.4150,3.42,Healthy
1.0790,2.5505,2.9524,2.05,Healthy
1.9578,5.5958,5.1453,18.21,Degraded
1.1030,3.1141,3.0026,2.64,Healthy
0.9996,2.9140,3.6173,4.34,Healthy
1.0268,2.9302,3.4373,2.94,Healthy
1.0767,2.5532,2.9979,2.39,Healthy
3.1248,4.0626,3.5000,12.96,Degraded
3.5144,6.2558,9.3895,36.43,Danger
1.0503,2.4658,3.0484,0.00,Healthy
2.2406,3.6040,4.4282,12.68,Degraded
0.8310,2.8856,3.3824,3.04,Healthy
0.9455,2.8898,2.7055,1.10,Healthy
2.7014,3.0000,8.5430,7.62,Degraded
0.9415,2.9643,2.7231,0.52,Healthy
1.3000,4.5144,4.1598,9.26,Degraded
1.0162,3.0234,3.6213,3.26,Healthy
1.0579,3.0751,3.4344,1.83,Healthy
0.9596,3.1210,2.8042,2.08,Healthy
2.2892,5.1347,4.3531,7.90,Degraded
1.1199,2.7397,3.0596,1.37,Healthy
4.8983,6.9777,15.8820,17.84,Danger
3.1429,3.5420,5.5983,10.27,Degraded
1.0104,2.7172,3.5299,4.15,Healthy
4.2020,10.3034,18.6322,34.75,Danger
1.9624,3.8030,5.7111,11.13,Degraded
2.2835,4.6472,6.0970,10.16,Degraded
0.8222,2.8721,3.1557,2.37,Healthy
2.0969,4.6520,4.8193,6.81,Degraded
1.3000,4.5213,4.3652,11.07,Degraded
5.6503,8.0556,9.6831,38.75,Danger
0.9911,3.2006,2.8884,1.60,Healthy
2.2516,4.4517,5.6304,13.04,Degraded
2.0804,4.9647,5.8569,11.42,Degraded
0.9225,3.6843,2.6226,1.02,Healthy
1.8575,4.0195,5.0548,13.60,Degraded
3.6923,9.0572,11.1213,34.79,Danger
1.0545,3.2287,3.0040,1.18,Healthy
1.0416,2.4522,3.1984,2.06,Healthy
1.1365,3.0417,3.2333,0.81,Healthy
0.9234,2.8833,3.9091,1.06,Healthy
2.3392,4.3956,5.2127,16.15,Degraded
1.9519,3.5372,6.0929,14.23,Degraded
0.9064,2.9315,3.1018,4.09,Healthy
2.1780,4.9342,3.9555,5.06,Degraded
2.0696,3.8199,5.6500,7.31,Degraded
1.6946,3.8378,3.8446,14.34,Degraded
0.7761,2.5896,3.1972,3.20,Healthy
0.9934,2.8094,3.1652,0.00,Healthy
1.0037,3.0068,2.5737,1.10,Healthy
0.7933,2.7809,3.0922,0.07,Healthy
2.1246,4.6733,4.9106,4.00,Degraded
0.9776,2.9619,2.6655,0.48,Healthy
0.7962,2.9775,3.1013,1.52,Healthy
3.0000,5.0000,12.3366,41.92,Danger
1.7017,4.8865,3.8207,4.86,Degraded
1.0400,2.9483,2.7519,2.06,Healthy
0.8745,2.9510,3.7529,4.54,Healthy
1.1146,3.2266,2.3112,1.53,Healthy
0.8371,2.6470,2.6161,2.59,Healthy
1.0498,3.0689,2.5879,0.57,Healthy
1.1217,2.6722,2.6456,1.99,Healthy
0.9089,3.0484,3.3177,0.60,Healthy
2.2988,5.2874,6.1667,12.20,Degraded
1.0120,2.6206,3.2788,4.53,Healthy
1.0392,3.1152,2.9130,1.93,Healthy
0.9720,3.3831,2.1261,2.35,Healthy
2.2416,4.8871,5.6058,8.80,Degraded
8.0000,8.4707,7.6197,33.14,Danger
0.8054,2.4688,2.5480,2.09,Healthy
1.1635,2.6956,3.4629,2.01,Healthy
0.7107,3.1455,3.6468,0.00,Healthy
1.9845,4.8685,5.4056,9.21,Degraded
1.7189,4.4848,6.1945,13.44,Degraded
2.1806,5.3441,4.7063,9.20,Degraded
4.3206,6.5233,18.3978,50.95,Danger
0.8951,2.9042,2.5497,3.49,Healthy
2.2511,4.0828,5.5926,9.80,Degraded
6.1448,5.9553,18.7265,44.15,Danger
4.1254,6.7854,7.9641,29.93,Danger
4.6417,7.5268,7.0248,42.27,Danger
1.1130,3.0499,3.1739,2.20,Healthy
5.5235,7.2855,10.5424,31.50,Danger
1.0962,2.6090,3.0463,3.27,Healthy
0.9136,2.5057,2.9079,0.00,Healthy
0.9907,3.7147,2.8775,0.00,Healthy
0.8121,3.2173,3.5315,2.37,Healthy
2.2942,4.1977,3.8011,15.72,Degraded
2.1035,4.8992,5.9500,9.22,Degraded
0.9051,2.8543,2.5278,3.57,Healthy
0.9386,2.7902,3.0893,1.75,Healthy
2.6099,3.8162,6.1225,14.14,Degraded
0.9300,2.7473,2.7400,2.31,Healthy
2.0940,5.1130,4.9019,15.04,Degraded
1.1110,3.0620,3.0347,2.32,Healthy
0.8492,3.1645,3.8166,1.10,Healthy
1.9840,3.0846,4.9122,12.01,Degraded
1.0450,2.4089,2.9256,0.00,Healthy
0.8873,3.0724,4.0911,1.55,Healthy
0.8614,2.5997,2.9972,2.64,Healthy
1.0286,3.0985,3.0262,2.27,Healthy
5.1194,7.6414,11.8910,41.01,Danger
1.0257,2.8705,3.1139,4.04,Healthy
1.1172,2.5197,3.2234,1.80,Healthy
0.8655,2.9448,3.1158,0.40,Healthy
1.2092,3.2403,3.8067,0.00,Healthy
1.0784,2.6677,3.4779,3.07,Healthy
6.4582,7.8488,14.4000,35.20,Danger
2.2933,4.3535,6.1669,12.72,Degraded
1.0525,2.9692,2.9331,3.45,Healthy
5.8771,6.7719,10.7663,18.60,Danger
0.9431,3.0577,2.8550,1.14,Healthy
0.9239,3.2947,3.0397,2.40,Healthy
1.1166,3.3805,2.7904,4.72,Healthy
1.0463,3.5909,2.6114,2.07,Healthy
3.0000,7.0073,10.2446,29.93,Danger
4.3352,8.1478,7.0000,18.07,Danger
1.0698,2.9279,3.4205,3.77,Healthy
7.2769,5.8089,7.0000,22.45,Danger
1.1344,2.6234,2.8096,0.82,Healthy
1.0222,3.1735,2.9771,1.84,Healthy
1.3000,3.5417,6.0505,9.19,Degraded
3.1107,4.2709,4.2175,11.93,Degraded
1.9053,4.3494,6.5968,11.50,Degraded
2.2540,4.2066,6.3335,19.83,Degraded
0.9928,2.9195,2.8619,1.40,Healthy
0.9962,3.0535,2.3085,3.82,Healthy
1.1397,2.9371,2.9446,3.47,Healthy
1.0245,2.8527,3.1167,1.11,Healthy
4.4526,8.6255,11.8480,21.11,Danger
5.0861,5.7232,9.3399,18.47,Danger
1.0055,3.3113,2.0021,2.53,Healthy
4.0848,6.9068,13.0473,25.89,Danger
0.9742,2.9716,2.8100,2.79,Healthy
5.1254,7.6637,12.4545,35.88,Danger
1.9948,4.1612,5.8048,6.96,Degraded
0.8547,3.0238,2.9903,0.00,Healthy
2.9675,4.9743,3.5000,13.19,Degraded
2.1815,5.0546,6.4863,14.27,Degraded
3.8131,7.6846,13.5011,34.17,Danger
0.8488,2.2669,3.0286,1.95,Healthy
0.8778,3.1379,2.9502,0.62,Healthy
2.4502,4.0475,4.8583,6.57,Degraded
1.0093,3.2529,2.6248,3.38,Healthy
1.0099,3.3663,3.7406,4.00,Healthy
1.1046,2.3530,3.2539,1.90,Healthy
2.0832,5.2665,5.0639,4.00,Degraded
2.9533,4.7510,4.6828,11.36,Degraded
2.7640,4.6789,6.5627,22.93,Degraded
1.2679,2.8073,3.1917,2.72,Healthy
2.2278,3.1618,4.8317,9.29,Degraded
1.0504,3.7456,2.9941,0.80,Healthy
0.9674,3.2991,2.7249,0.00,Healthy
1.0473,2.6843,3.2886,1.96,Healthy
1.2061,3.0156,2.3570,0.00,Healthy
1.1341,2.9284,2.9474,3.78,Healthy
2.1867,3.7920,6.9314,13.20,Degraded
1.6865,3.5574,5.9775,6.69,Degraded
0.8445,2.8650,2.8830,5.23,Healthy
0.8323,3.1978,3.1978,3.24,Healthy
1.0835,3.4538,2.7515,1.67,Healthy
2.7227,4.0364,6.4434,6.82,Degraded
3.9112,5.8916,12.9017,29.10,Danger
3.9249,7.2858,15.1681,29.92,Danger
1.1900,3.2151,2.9233,2.24,Healthy
2.6407,4.8448,6.6807,10.17,Degraded
0.8943,2.9834,3.5158,1.37,Healthy
0.7622,3.1627,2.8779,4.49,Healthy
1.5358,4.3259,6.6727,14.22,Degraded
0.8021,2.8404,3.1700,3.25,Healthy
0.9922,3.2311,2.5168,0.22,Healthy
3.9610,9.4432,10.3663,30.68,Danger
0.9813,3.0980,3.2913,1.22,Healthy
5.0092,6.3973,13.1201,29.94,Danger
2.4510,4.7195,6.1019,9.47,Degraded
1.0651,3.2965,3.6031,1.61,Healthy
0.8435,3.1944,2.8603,1.15,Healthy
0.9324,2.7705,2.8426,3.45,Healthy
1.1547,3.1877,3.7986,0.00,Healthy
1.7987,4.7349,4.5146,11.86,Degraded
0.9995,2.9053,3.2577,0.00,Healthy
1.1265,3.1500,3.3124,3.60,Healthy
2.5605,4.8201,5.1111,19.14,Degraded
3.2160,5.6489,9.5679,29.61,Danger
2.1530,5.1358,5.7511,13.13,Degraded
0.7550,2.6710,3.1321,1.34,Healthy
1.0712,2.9502,2.8167,1.00,Healthy
1.0481,3.3328,2.6475,1.10,Healthy
4.0014,8.8641,12.1428,36.01,Danger
0.9505,3.3491,2.9603,1.20,Healthy
1.9521,5.6407,6.0371,10.60,Degraded
2.4111,4.6131,7.1191,18.51,Degraded
3.8017,5.9971,13.7514,42.16,Danger
5.1962,10.1357,7.7323,15.00,Danger
1.3000,4.8350,4.6850,6.95,Degraded
0.8217,2.8490,3.5745,0.63,Healthy
1.1908,2.7230,2.5138,1.00,Healthy
1.9729,3.8782,5.4243,6.79,Degraded
0.9532,3.0141,2.7905,3.05,Healthy
1.3000,4.4681,6.7911,17.13,Degraded
4.9214,7.7921,14.2137,22.22,Danger
1.0007,2.8163,2.9832,3.70,Healthy
1.2483,2.9767,3.1318,2.43,Healthy
4.4443,8.2859,14.7428,34.69,Danger
0.7517,2.4760,2.4501,2.23,Healthy
1.0616,2.8028,3.4671,0.00,Healthy
2.5414,4.2082,4.5282,15.31,Degraded
1.0722,2.6750,2.9381,1.64,Healthy
5.6814,6.5255,8.7194,34.83,Danger
0.9670,3.2990,3.6388,2.11,Healthy
3.9384,5.0495,12.5965,34.75,Danger
0.8940,3.1120,2.6822,1.89,Healthy
1.7552,3.8734,4.4426,13.46,Degraded
2.6340,5.0443,5.9877,14.17,Degraded
5.0029,8.3017,7.6299,34.13,Danger
5.0808,6.7976,13.0529,38.79,Danger
4.2358,8.6003,10.2548,31.01,Danger
3.0000,7.4968,10.7980,19.46,Danger
0.8503,3.3053,2.8514,0.00,Healthy
0.8538,2.6181,3.1431,2.97,Healthy
0.9481,3.4810,3.2899,0.00,Healthy
1.0718,2.8101,3.0735,1.05,Healthy
5.2263,7.1331,9.6831,28.65,Danger
0.9890,3.4441,2.4150,3.02,Healthy
1.2325,2.6418,2.9953,6.60,Healthy
2.4347,4.1858,6.7425,5.90,Degraded
1.0174,2.5333,3.1302,1.52,Healthy
1.2542,2.7124,3.2717,3.48,Healthy
2.4809,3.6805,7.3474,17.27,Degraded
0.9364,2.7060,2.6103,1.45,Healthy
2.6342,5.8012,6.1917,12.27,Degraded
2.6675,4.8481,5.5013,13.01,Degraded
1.0943,2.9213,3.5827,0.83,Healthy
0.9138,2.9368,2.4405,4.55,Healthy
1.0225,2.9384,2.8609,4.74,Healthy
1.2127,2.6462,3.4953,2.99,Healthy
1.0239,2.6852,3.1562,3.33,Healthy
0.8974,2.5675,2.7978,2.67,Healthy
1.0011,3.2676,2.5242,3.14,Healthy
1.0693,2.9356,3.5166,0.98,Healthy
5.0688,7.9194,8.0611,22.84,Danger
1.0622,3.1391,2.8401,3.55,Healthy
0.9050,2.9782,2.7992,1.53,Healthy
1.9011,3.8923,6.0540,10.79,Degraded
1.8810,4.1856,5.3975,10.12,Degraded
5.9491,8.5350,10.9246,30.66,Danger
0.8269,2.8992,2.7811,1.25,Healthy
1.2069,3.0139,3.0043,3.85,Healthy
2.0663,4.0542,3.8338,10.77,Degraded
2.7032,5.2559,7.3919,18.17,Degraded
1.0326,3.1118,2.9855,4.22,Healthy
1.1352,2.4659,2.5135,1.44,Healthy
2.1541,3.9363,6.7310,17.27,Degraded
0.8855,3.1802,2.9956,0.67,Healthy
0.7676,2.8267,2.7716,1.24,Healthy
1.3147,4.2733,5.5748,14.41,Degraded
0.9890,2.5031,2.4883,3.08,Healthy
0.8855,3.0291,3.4659,0.00,Healthy
2.1012,4.4821,5.6380,5.57,Degraded
1.2129,2.6873,3.1014,3.12,Healthy
0.9567,3.5681,2.8524,0.69,Healthy
1.1396,3.3678,3.1976,3.38,Healthy
4.4920,6.9016,10.0191,32.28,Danger
2.5059,4.6127,3.9790,15.02,Degraded
2.6806,4.1928,3.8251,11.41,Degraded
6.1472,5.0000,12.4833,33.58,Danger
2.3822,4.6091,6.8762,11.67,Degraded
3.8332,5.9593,10.5256,26.69,Danger
1.0084,2.9900,3.0824,1.74,Healthy
2.8003,5.3024,5.9243,13.19,Degraded
1.0068,2.9531,3.2670,0.00,Healthy
1.0261,2.9199,2.8890,1.73,Healthy
4.9011,8.3820,9.5834,28.29,Danger
2.0401,6.0812,6.9778,10.16,Degraded
0.7000,3.5341,3.1459,2.01,Healthy
0.9765,2.4288,3.5353,0.29,Healthy
3.1945,7.2673,11.6518,40.46,Danger
1.1554,3.1283,2.7480,3.38,Healthy
0.9643,2.9545,3.0577,1.49,Healthy
1.2278,3.4765,3.2934,1.83,Healthy
1.2514,2.8670,3.3345,4.40,Healthy
2.9825,3.9857,6.0985,7.59,Degraded
1.0372,2.7984,2.6067,1.34,Healthy
1.0785,3.0482,3.1062,4.54,Healthy
0.9043,2.6178,2.6570,2.01,Healthy
0.9888,3.1706,2.7009,3.75,Healthy
0.9828,2.6391,2.9403,1.53,Healthy
0.9832,2.8385,3.4525,2.76,Healthy
0.8617,3.2811,3.4753,3.92,Healthy
2.6010,4.6394,4.8145,14.40,Degraded
1.0581,2.9219,2.8433,2.16,Healthy
5.0458,5.5599,7.0000,20.38,Danger
0.9757,3.3368,2.4943,1.57,Healthy
4.1175,6.4096,8.2417,21.73,Danger
0.9070,2.9241,3.0495,1.74,Healthy
2.6763,4.2661,6.0473,14.08,Degraded
3.3946,8.4588,8.7832,27.35,Danger
1.0626,2.9569,3.5986,2.68,Healthy
2.3618,4.8663,5.5573,9.24,Degraded
1.2127,3.1619,2.7561,0.42,Healthy
